2011Zones,Bus Accessbility Count
Kilwinning West and Blacklands - 04,9.18
Kilwinning West and Blacklands - 05,8.66
Kilwinning Central and North - 01,24.41
Kilwinning Central and North - 02,14.12
Kilwinning Central and North - 03,23.68
Kilwinning Central and North - 04,8.88
Kilwinning Central and North - 05,6.57
Dalry East and Rural - 01,0
Dalry East and Rural - 02,14.55
Dalry East and Rural - 03,6.58
Dalry East and Rural - 04,12.66
Dalry West - 01,7.18
Dalry West - 02,11.51
Dalry West - 03,10.02
Dalry West - 04,9.96
Fairlie and Rural - 01,0
Fairlie and Rural - 02,0
Fairlie and Rural - 03,5.23
Fairlie and Rural - 04,4.46
West Kilbride and Seamill - 01,2.67
West Kilbride and Seamill - 02,6.77
West Kilbride and Seamill - 03,13.36
West Kilbride and Seamill - 04,13.7
West Kilbride and Seamill - 05,12.17
West Kilbride and Seamill - 06,13.16
Largs South - 01,10.09
Largs South - 02,11.48
Largs South - 03,9.19
Largs South - 04,6.32
Largs South - 05,3.89
Largs Central and Cumbrae - 01,3.25
Largs Central and Cumbrae - 02,4.94
Largs Central and Cumbrae - 03,5.1
Largs Central and Cumbrae - 04,13.88
Largs Central and Cumbrae - 05,31.21
Largs Central and Cumbrae - 06,7.15
Largs Central and Cumbrae - 07,3.15
Largs North - 01,14.77
Largs North - 02,5.14
Largs North - 03,4.79
Largs North - 04,5.77
Largs North - 05,27.07
Skelmorlie and Rural - 01,0.7
Skelmorlie and Rural - 02,11.39
Skelmorlie and Rural - 03,0.45
Skelmorlie and Rural - 04,8.89
Kilbirnie North - 01,3.34
Kilbirnie North - 04,10.22
Kilbirnie North - 05,4.04
Kilbirnie South and Longbar - 01,11.34
Kilbirnie South and Longbar - 02,12.27
Kilbirnie South and Longbar - 04,8.27
Kilbirnie South and Longbar - 05,10.8
Beith West - 01,5.07
Beith West - 02,9.9
Beith West - 03,4.62
Beith West - 04,4.36
Beith East and Rural - 01,15.7
Beith East and Rural - 02,0
Beith East and Rural - 03,4.72
Beith East and Rural - 04,5.58
Beith East and Rural - 05,0.35
Overtown - 01,4.61
Overtown - 02,15.86
Overtown - 03,22.43
Overtown - 06,9.14
Netherton and Kirkhill - 01,28.89
Netherton and Kirkhill - 02,0.83
Netherton and Kirkhill - 03,55.36
Netherton and Kirkhill - 04,60.9
Netherton and Kirkhill - 05,11.66
Muirhouse - 01,9.34
Muirhouse - 02,31.56
Muirhouse - 03,28.54
Muirhouse and Knowetop - 01,82.19
Muirhouse and Knowetop - 02,30.11
Muirhouse and Knowetop - 03,49.55
Muirhouse and Knowetop - 05,14.82
Muirhouse and Knowetop - 06,9.01
Muirhouse and Knowetop - 07,2.71
Muirhouse and Knowetop - 08,9.12
Muirhouse and Knowetop - 09,96.47
Craigneuk Wishaw - 01,33.74
Craigneuk Wishaw - 04,29.89
Craigneuk Wishaw - 06,38.26
Pather - 01,34.28
Pather - 02,39.8
Pather - 03,23.71
Pather - 05,19.85
Wishaw South - 01,20.66
Wishaw South - 03,81.75
Wishaw South - 04,33.88
Wishaw South - 05,22.46
Wishaw South - 06,0.9
Wishaw South - 07,6.58
Wishaw North - 01,103.56
Wishaw North - 02,26.46
Wishaw North - 03,60.86
Wishaw North - 05,46.04
Wishaw North - 06,27.45
Wishaw North - 07,8.01
Wishaw North - 08,3.68
Coltness - 01,25.37
Coltness - 02,33.92
Coltness - 03,9.27
Coltness - 04,38.4
Coltness - 05,4.93
Wishaw East - 01,0
Wishaw East - 02,5.66
Wishaw East - 03,36.59
Newmains - 01,45.01
Newmains - 02,26.94
Newmains - 05,0
Newmains - 06,7.96
Newmains - 07,17.52
Newmains - 08,24.02
Allanton - Newmains Rural - 01,1.61
Allanton - Newmains Rural - 02,31.53
Allanton - Newmains Rural - 03,27.91
Allanton - Newmains Rural - 04,0.72
Shotts - 01,25.48
Shotts - 02,49.91
Shotts - 03,41.46
Shotts - 04,68.33
Stane - 01,18.35
Stane - 02,50.43
Stane - 03,43.64
Harthill and Salsburgh - 01,28.35
Harthill and Salsburgh - 02,5.57
Harthill and Salsburgh - 03,13.2
Harthill and Salsburgh - 04,13.12
Harthill and Salsburgh - 05,7.36
Harthill and Salsburgh - 07,11.01
Harthill and Salsburgh - 08,1.49
Cleland - 01,23.14
Cleland - 02,15.42
Cleland - 03,12.19
Cleland - 04,15.17
Cleland - 05,0
Newarthill - 01,7.63
Newarthill - 02,22.18
Newarthill - 03,23.18
Newarthill - 04,23.62
Carfin North - 01,31.05
Carfin North - 02,40.43
Carfin North - 03,12.1
Carfin North - 04,10.58
Clydesdale and New Stevenston - 02,20.92
Clydesdale and New Stevenston - 03,32.45
Clydesdale and New Stevenston - 04,7.47
Carfin and Cleekhimin - 01,2.21
Carfin and Cleekhimin - 02,3.98
Carfin and Cleekhimin - 03,25.54
Carfin and Cleekhimin - 05,1.58
Carfin and Cleekhimin - 06,17.19
Carfin and Cleekhimin - 07,33.69
Motherwell South - 01,31.85
Motherwell South - 02,31.35
Ladywell - 01,3.16
Ladywell - 02,0.44
Ladywell - 03,48.59
Ladywell - 04,63.64
Ladywell - 05,55.91
Motherwell West - 01,18.49
Motherwell West - 02,24.87
Motherwell West - 03,0
Motherwell West - 04,27.33
Motherwell West - 05,30.03
Motherwell North - 02,29.89
Motherwell North - 04,31.47
Forgewood - 01,15.72
Forgewood - 03,16.2
Forgewood - 05,38.48
Forgewood - 06,6.41
Holytown - 01,8.59
Holytown - 02,2.87
Holytown - 03,21.12
Holytown - 06,27.87
Holytown - 07,26.39
Holytown - 08,30.04
Milnwood - 01,7.78
Milnwood - 02,3.46
Milnwood - 03,11.39
Milnwood - 04,11.33
Milnwood - 05,2.23
Milnwood - 06,11.26
Milnwood - 07,13.84
Orbiston - 01,12.8
Orbiston - 02,28.53
Orbiston - 03,19.4
Orbiston - 04,9.46
Orbiston - 05,0
Orbiston - 07,30.95
Bellshill South - 01,3.42
Bellshill South - 02,10.01
Bellshill South - 03,19.29
Bellshill South - 05,20.02
Bellshill South - 06,22.81
Hattonrigg - 01,3.79
Hattonrigg - 02,5.09
Hattonrigg - 03,9.52
Bellshill Central - 01,30.37
Bellshill Central - 03,19.2
Bellshill Central - 04,15.67
Fallside - 01,5.64
Fallside - 02,15.82
Fallside - 03,7.8
Fallside - 04,34.07
Fallside - 05,2.85
Fallside - 06,21.53
Fallside - 07,2.82
Viewpark - 02,20.02
Viewpark - 03,17.38
Viewpark - 04,19.21
Viewpark - 07,54.79
Birkenshaw - 01,11.03
Birkenshaw - 02,3.06
Birkenshaw - 03,23.26
Birkenshaw - 04,14.34
Birkenshaw - 05,1.41
Birkenshaw - 06,12.51
Birkenshaw - 07,0
Kirkwood and Bargeddie - 01,1.72
Kirkwood and Bargeddie - 02,7.1
Kirkwood and Bargeddie - 04,7.03
Kirkwood and Bargeddie - 05,16.8
Kirkwood and Bargeddie - 06,15.73
Kirkwood and Bargeddie - 08,13.1
Kirkshaws - 02,13.55
Kirkshaws - 03,6.11
Kirkshaws - 04,5.73
Kirkshaws - 05,6.33
Kirkshaws - 06,11.56
Kirkshaws - 07,6.11
Dundyvan - 01,9.44
Dundyvan - 02,17.23
Dundyvan - 03,39.56
Dundyvan - 04,30.11
Dundyvan - 05,9.16
Dundyvan - 06,7.19
Dundyvan - 07,8.24
Drumpellier and Langloan - 01,15.39
Drumpellier and Langloan - 02,22.33
Drumpellier and Langloan - 03,0
Coatbridge West - 01,16.63
Coatbridge West - 02,42.55
Coatbridge West - 03,18.64
Coatbridge West - 04,33.41
Coatbridge West - 05,21.21
Townhead - 01,22.2
Townhead - 02,23.36
Townhead - 04,29.79
Townhead - 05,20.8
Townhead - 06,18.45
Townhead - 07,17.9
Sunnyside and Cliftonville - 02,5.11
Sunnyside and Cliftonville - 03,2.87
Sunnyside and Cliftonville - 04,4.24
Sunnyside and Cliftonville - 05,12.63
Sunnyside and Cliftonville - 06,20.16
Cliftonville - 02,17.83
Cliftonville - 03,23.59
Cliftonville - 04,0.68
Shawhead and Whifflet - 01,2.03
Shawhead and Whifflet - 02,23.11
Shawhead and Whifflet - 03,6.87
Shawhead and Whifflet - 04,7.53
Greenend and Carnbroe - 01,0.47
Greenend and Carnbroe - 02,1.25
Greenend and Carnbroe - 03,1.06
Greenend and Carnbroe - 05,5.36
Greenend and Carnbroe - 06,2.45
Greenend and Carnbroe - 07,0.67
Calderbank and Brownsburn - 01,1.54
Calderbank and Brownsburn - 02,2
Calderbank and Brownsburn - 03,3.01
Calderbank and Brownsburn - 04,2.93
Chapelhall West - 01,4.1
Chapelhall West - 02,5.33
Chapelhall West - 03,2.89
Chapelhall East - 01,0
Chapelhall East - 03,1.68
Chapelhall East - 04,13.93
Chapelhall East - 05,13.62
Craigneuk Airdrie - 01,18.59
Craigneuk Airdrie - 02,6.4
Craigneuk Airdrie - 03,0
Craigneuk Airdrie - 04,3.96
Craigneuk Airdrie - 05,21.03
Petersburn - 01,27.21
Petersburn - 02,22.82
Petersburn - 03,21.13
Petersburn - 04,37.63
Gartlea - 01,49.39
Gartlea - 02,33.39
Gartlea - 03,30.17
Gartlea - 04,37.13
Gartlea - 05,29.46
Cairnhill - 01,1.64
Cairnhill - 03,25.31
Cairnhill - 04,4.55
Cairnhill - 05,4.42
Cairnhill - 06,2.12
Cairnhill - 07,0.09
Coatdyke and Whinhall - 01,1.78
Coatdyke and Whinhall - 02,18.66
Coatdyke and Whinhall - 03,7.12
Coatdyke and Whinhall - 04,19.57
Coatdyke and Whinhall - 05,13.6
Coatdyke and Whinhall - 07,51.78
Thrashbush - 01,7.14
Thrashbush - 04,5.52
Thrashbush - 05,9.2
Thrashbush - 06,5.4
Thrashbush - 07,4.02
Thrashbush - 08,0
Airdrie North - 01,3.61
Airdrie North - 02,4.25
Airdrie North - 03,11.52
Airdrie North - 04,5.54
Airdrie North - 05,4.1
Airdrie North - 06,2.34
Drumgelloch - 01,28.82
Drumgelloch - 02,5.31
Drumgelloch - 03,12.75
Drumgelloch - 04,16.22
Drumgelloch - 05,14.73
Drumgelloch - 06,5.67
Caldercruix and Plains - 01,17.48
Caldercruix and Plains - 02,15.61
Caldercruix and Plains - 03,5.96
Caldercruix and Plains - 05,5.46
Caldercruix and Plains - 06,4.62
Caldercruix and Plains - 07,2.26
Glenmavis and Greengairs - 01,4.12
Glenmavis and Greengairs - 02,4.12
Glenmavis and Greengairs - 03,0.68
Glenmavis and Greengairs - 04,3.27
Glenmavis and Greengairs - 05,7.32
Glenmavis and Greengairs - 06,2.31
Gartcosh and Marnock - 01,0
Gartcosh and Marnock - 02,2.28
Gartcosh and Marnock - 03,6.09
Gartcosh and Marnock - 04,12.49
Gartcosh and Marnock - 05,8.3
Gartcosh and Marnock - 06,2.1
Gartcosh and Marnock - 07,1.38
Cardowan and Millerston - 01,0
Cardowan and Millerston - 02,0
Cardowan and Millerston - 03,0
Cardowan and Millerston - 04,3.43
Cardowan and Millerston - 05,4.33
Stepps - 01,4.56
Stepps - 02,8.73
Stepps - 03,2.36
Chryston and Muirhead - 01,12.11
Chryston and Muirhead - 02,3.82
Chryston and Muirhead - 03,32.03
Chryston and Muirhead - 04,1.98
Chryston and Muirhead - 05,11.79
Moodiesburn West - 01,12.85
Moodiesburn West - 03,23.04
Moodiesburn West - 04,15.04
Moodiesburn West - 05,9.77
Moodiesburn East - 01,4.17
Moodiesburn East - 02,10.07
Moodiesburn East - 03,4.78
Moodiesburn East - 04,10.12
Moodiesburn East - 05,8.07
Westfield - 01,17.35
Westfield - 02,19.44
Westfield - 03,7.89
Westfield - 04,21.76
Westfield - 05,10.49
Westfield - 06,6.53
Westfield - 07,6.53
Westfield - 08,5.52
Westfield - 09,6.72
Condorrat - 01,29.01
Condorrat - 03,11.61
Condorrat - 04,19.5
Condorrat - 05,13.39
Condorrat - 06,19.61
Greenfaulds - 01,7.09
Greenfaulds - 02,19.33
Greenfaulds - 03,30.82
Greenfaulds - 04,13.97
Greenfaulds - 05,8.07
Seafar - 01,14.43
Seafar - 02,4.3
Seafar - 04,46.88
Seafar - 05,7.13
Cumbernauld Central - 01,19.41
Cumbernauld Central - 02,19.01
Cumbernauld Central - 04,13.83
Cumbernauld Central - 05,13.62
Cumbernauld Central - 06,10.41
Kildrum - 01,14.82
Kildrum - 02,8.92
Kildrum - 03,14.87
Kildrum - 04,15.99
Kildrum - 05,17.48
Abronhill South - 01,40.8
Abronhill South - 02,24.26
Abronhill South - 03,17.94
Abronhill South - 04,10.94
Abronhill South - 05,19.09
Abronhill North - 01,32.72
Abronhill North - 02,21.45
Abronhill North - 03,15.69
Abronhill North - 04,16.58
Abronhill North - 05,14.75
Abronhill North - 06,4.26
Village and Castlecary - 01,6.79
Village and Castlecary - 02,13.42
Village and Castlecary - 03,0
Village and Castlecary - 04,10.39
Village and Castlecary - 05,12.59
Carrickstone - 01,2.53
Carrickstone - 02,2.23
Carrickstone - 03,4.36
Carrickstone - 04,8.29
Carrickstone - 05,10.77
Carrickstone - 06,6.73
Balloch West - 01,10.74
Balloch West - 02,5.4
Balloch West - 03,3.75
Balloch West - 04,9.81
Balloch West - 05,4.36
Balloch East - 01,4.36
Balloch East - 02,6.28
Balloch East - 03,18.97
Balloch East - 04,16.38
Kilsyth East and Croy - 01,4.03
Kilsyth East and Croy - 02,21.84
Kilsyth East and Croy - 03,0
Kilsyth East and Croy - 04,4.89
Kilsyth East and Croy - 05,1.12
Kilsyth East and Croy - 06,3.44
Kilsyth East and Croy - 07,21.92
Kilsyth East and Croy - 08,7.8
Kilsyth Bogside - 01,6.11
Kilsyth Bogside - 02,23.22
Kilsyth Bogside - 03,31.46
Kilsyth Bogside - 04,4.77
Balmalloch - 01,26.68
Balmalloch - 02,23.74
Balmalloch - 03,32.02
Balmalloch - 04,29.53
Balmalloch - 05,16.46
Balmalloch - 06,2.01
"Stromness, Sandwick and Stenness - 01",0
"Stromness, Sandwick and Stenness - 02",0
"Stromness, Sandwick and Stenness - 03",1.14
"Stromness, Sandwick and Stenness - 04",0.23
West Mainland - 01,3.36
West Mainland - 02,0.55
West Mainland - 03,0.51
West Mainland - 04,0.08
West Mainland - 05,0.19
East Mainland - 01,0.82
East Mainland - 02,0.46
East Mainland - 03,0.63
East Mainland - 04,1.35
East Mainland - 05,2.84
West Kirkwall - 01,4.17
West Kirkwall - 02,5.61
West Kirkwall - 03,3.15
West Kirkwall - 04,11.91
West Kirkwall - 05,11.88
East Kirkwall - 01,1.37
East Kirkwall - 02,3.8
East Kirkwall - 03,3.68
East Kirkwall - 04,6.41
Isles - 01,0.3
Isles - 02,1.12
Isles - 03,0.9
Isles - 04,0
Isles - 05,0
Isles - 06,0
"Powmill, Cleish and Scotlandwell - 01",0.13
"Powmill, Cleish and Scotlandwell - 03",1
"Powmill, Cleish and Scotlandwell - 04",1.18
"Powmill, Cleish and Scotlandwell - 05",0.73
Kinross - 01,8.13
Kinross - 02,2.34
Kinross - 03,3.04
Kinross - 04,4
Kinross - 05,10.03
Milnathort and Crook of Devon - 01,0.35
Milnathort and Crook of Devon - 02,4.53
Milnathort and Crook of Devon - 03,6.49
Milnathort and Crook of Devon - 04,4.79
"Muthill, Greenloaning and Gleneagles - 01",4.24
"Muthill, Greenloaning and Gleneagles - 02",3.25
"Muthill, Greenloaning and Gleneagles - 03",6.08
"Muthill, Greenloaning and Gleneagles - 04",0.04
"Muthill, Greenloaning and Gleneagles - 05",3.32
Auchterarder - 01,6.32
Auchterarder - 02,2.74
Auchterarder - 03,6.01
Auchterarder - 04,3.86
Auchterarder - 05,4.11
"Comrie, Gilmerton and St Fillans - 01",0.89
"Comrie, Gilmerton and St Fillans - 02",5.04
"Comrie, Gilmerton and St Fillans - 03",6.21
"Comrie, Gilmerton and St Fillans - 04",0
"Comrie, Gilmerton and St Fillans - 05",5.33
Crieff North - 01,2.84
Crieff North - 02,7.26
Crieff North - 03,4.06
Crieff North - 04,11.34
Crieff South - 01,1.29
Crieff South - 02,1.79
Crieff South - 03,13.51
Crieff South - 04,18.79
Crieff South - 05,9.47
Aberuthven and Almondbank - 01,1.09
Aberuthven and Almondbank - 02,0.36
Aberuthven and Almondbank - 03,0.9
Aberuthven and Almondbank - 04,4.48
Aberuthven and Almondbank - 05,5.48
"Glenfarg, Dunning and Rhynd - 01",0.84
"Glenfarg, Dunning and Rhynd - 02",2.09
"Glenfarg, Dunning and Rhynd - 03",1.45
"Glenfarg, Dunning and Rhynd - 04",1.89
"Glenfarg, Dunning and Rhynd - 05",1.17
Bridge of Earn and Abernethy - 01,10.87
Bridge of Earn and Abernethy - 02,20.47
Bridge of Earn and Abernethy - 03,9.2
Bridge of Earn and Abernethy - 04,1.33
Bridge of Earn and Abernethy - 05,6.15
Bridge of Earn and Abernethy - 06,3.35
Moncrieffe and Friarton - 01,13.7
Moncrieffe and Friarton - 02,27.57
Moncrieffe and Friarton - 03,15.74
Moncrieffe and Friarton - 04,9.75
Moncrieffe and Friarton - 05,9.53
"Viewlands, Craigie and Wellshill - 01",15.74
"Viewlands, Craigie and Wellshill - 02",25.97
"Viewlands, Craigie and Wellshill - 03",30.65
"Viewlands, Craigie and Wellshill - 04",34.57
"Viewlands, Craigie and Wellshill - 05",19.04
"Viewlands, Craigie and Wellshill - 06",23.33
"Viewlands, Craigie and Wellshill - 07",17.64
Burghmuir and Oakbank - 01,18.28
Burghmuir and Oakbank - 02,10.3
Burghmuir and Oakbank - 03,33.88
Burghmuir and Oakbank - 04,10.2
Burghmuir and Oakbank - 05,11.3
Western Edge - 01,20.4
Western Edge - 02,14.15
Western Edge - 03,6.46
Western Edge - 04,6.09
Western Edge - 05,5.82
Western Edge - 06,10.96
Letham - 01,21.52
Letham - 02,47.17
Letham - 03,40.79
Letham - 04,30.13
Letham - 05,34.39
Letham - 06,31.63
Letham - 07,24.83
"Hillyland, Tulloch and Inveralmond - 02",23.42
"Hillyland, Tulloch and Inveralmond - 03",32.12
"Hillyland, Tulloch and Inveralmond - 04",53.57
"Hillyland, Tulloch and Inveralmond - 05",40.96
"Hillyland, Tulloch and Inveralmond - 06",19.9
"Hillyland, Tulloch and Inveralmond - 07",39.51
"Hillyland, Tulloch and Inveralmond - 08",9.81
North Muirton and Old Scone - 01,30.54
North Muirton and Old Scone - 02,25.15
North Muirton and Old Scone - 03,17.42
North Muirton and Old Scone - 04,18.85
North Muirton and Old Scone - 05,27.25
Muirton - 02,10.83
Muirton - 03,37.47
Muirton - 04,21.62
North Inch - 01,64.84
North Inch - 02,79.51
North Inch - 03,49.31
Central and South Inch - 01,39.13
Central and South Inch - 02,75.78
Central and South Inch - 03,145.3
Central and South Inch - 04,47.42
Central and South Inch - 05,118.45
Central and South Inch - 06,138.82
Gannochy and Walnut Grove - 01,3.61
Gannochy and Walnut Grove - 02,2.13
Gannochy and Walnut Grove - 03,16.52
Gannochy and Walnut Grove - 05,28.62
Scone - 01,29.61
Scone - 02,19.67
Scone - 03,44.19
Scone - 04,11.57
Scone - 05,14.04
Scone - 06,22.39
Scone - 07,24.12
"Guildtown, Balbeggie and St Madoes - 01",0.56
"Guildtown, Balbeggie and St Madoes - 02",1.21
"Guildtown, Balbeggie and St Madoes - 03",3.01
"Guildtown, Balbeggie and St Madoes - 04",1.87
Errol and Inchture - 01,0.6
Errol and Inchture - 02,3.24
Errol and Inchture - 03,0
Errol and Inchture - 04,3.21
Errol and Inchture - 05,2.34
"Invergowrie, Longforgan and Abernyte - 01",4.21
"Invergowrie, Longforgan and Abernyte - 02",4.81
"Invergowrie, Longforgan and Abernyte - 03",1.34
"Invergowrie, Longforgan and Abernyte - 04",8.07
Coupar Angus and Meigle - 01,5.35
Coupar Angus and Meigle - 02,11.06
Coupar Angus and Meigle - 03,8.1
Coupar Angus and Meigle - 04,1.03
Coupar Angus and Meigle - 05,2.13
Coupar Angus and Meigle - 06,2.18
Alyth - 01,2.54
Alyth - 02,4.53
Alyth - 03,1.82
Alyth - 04,5.92
"Blair Atholl, Strathardle and Glenshee - 01",1.13
"Blair Atholl, Strathardle and Glenshee - 02",0
"Blair Atholl, Strathardle and Glenshee - 03",0.3
"Blair Atholl, Strathardle and Glenshee - 04",0.15
"Blair Atholl, Strathardle and Glenshee - 05",0.45
Blairgowrie East (Rattray) - 01,9.47
Blairgowrie East (Rattray) - 02,6.1
Blairgowrie East (Rattray) - 03,7.51
Blairgowrie East (Rattray) - 04,9.87
Blairgowrie West - 01,5.55
Blairgowrie West - 02,5.66
Blairgowrie West - 03,9.07
Blairgowrie West - 04,10.69
Blairgowrie West - 05,4.83
Blairgowrie West - 06,23.5
Blairgowrie West - 07,8.17
Stanley and Murthly - 01,1.16
Stanley and Murthly - 02,5.79
Stanley and Murthly - 03,6.47
Stanley and Murthly - 04,0.66
Stanley and Murthly - 05,1.24
Stanley and Murthly - 06,8.34
Stanley and Murthly - 07,8.64
Luncarty and Dunkeld - 01,2.16
Luncarty and Dunkeld - 02,7.38
Luncarty and Dunkeld - 03,5.5
Luncarty and Dunkeld - 04,5.9
Luncarty and Dunkeld - 05,0
Luncarty and Dunkeld - 06,3
Luncarty and Dunkeld - 07,3.45
Pitlochry - 01,1.6
Pitlochry - 02,3.23
Pitlochry - 03,3.8
Pitlochry - 04,0.94
Rannoch and Aberfeldy - 01,0.73
Rannoch and Aberfeldy - 02,4.46
Rannoch and Aberfeldy - 03,2.21
Rannoch and Aberfeldy - 04,0.48
Rannoch and Aberfeldy - 05,0
Rannoch and Aberfeldy - 06,0.19
Lochwinnoch - 01,4.8
Lochwinnoch - 02,3.4
Lochwinnoch - 03,5.76
Lochwinnoch - 04,8.65
Renfrewshire Rural South and Howwood - 01,0.82
Renfrewshire Rural South and Howwood - 02,2.96
Renfrewshire Rural South and Howwood - 03,3.97
Renfrewshire Rural South and Howwood - 04,4.08
Renfrewshire Rural South and Howwood - 05,10.17
Renfrewshire Rural North and Langbank - 01,0
Renfrewshire Rural North and Langbank - 02,2.1
Renfrewshire Rural North and Langbank - 03,0
Renfrewshire Rural North and Langbank - 04,0.66
Renfrewshire Rural North and Langbank - 05,0
Kilbarchan - 01,10.26
Kilbarchan - 02,10.51
Kilbarchan - 03,11.51
Kilbarchan - 04,7.65
Johnstone South West - 01,53.14
Johnstone South West - 03,17.63
Johnstone South West - 04,29.16
Johnstone South West - 05,23.28
Johnstone South West - 06,26.94
Johnstone North West - 01,20.33
